Time,Value
1,0
2,-0.090263241831199
3,0.749995371569782
4,1.24788668102339
5,0.131281715568689
6,0.562619119659605
7,2.29257741126374
8,2.5431605417977
9,3.45654169828982
10,3.2840799926771
11,2.11186016222011
12,3.15754198262697
13,3.12893411896954
14,4.15544614869126
15,2.76959412413686
16,2.1859869276461
17,0.876222531213912
18,2.13043681922661
19,2.05269701974345
20,1.81405401009783
21,1.50734156389662
22,2.15868636635733
23,2.43735141857098
24,2.15333778205924
25,2.53082768874194
26,2.67611884016124
27,3.22189919064366
28,1.06753446262063
29,1.82355101196776
30,1.06957429882787
31,0.433793397060565
32,-0.766519223854043
33,-0.591648592693235
34,-0.276989527340525
35,-0.188942999076825
36,-0.466214924583238
37,-1.07474003289351
38,0.797106177764649
39,1.6251375536984
40,0.610194649578672
41,1.37193078242677
42,0.572666661813414
43,1.08792010860031
44,0.723909665233069
45,3.3130728793251
46,3.81517704793371
47,3.66561546200308
48,3.06025249780187
49,3.29943209461638
50,2.69905683836582
51,2.02982165912705
52,2.67450020697817
53,3.71141647591672
54,3.91368109360509
55,2.61116078658762
56,3.44895228080315
57,3.02739748251254
58,3.67975372794818
59,3.59511051180997
60,3.64625126199542
61,3.24464897702941
62,3.30149808261414
63,0.948460378161464
64,0.422595511975276
65,-1.16893280139689
66,-0.362321397979754
67,-1.06371488245225
68,-0.580279183245868
69,-0.775017465149167
70,-1.05137697829152
71,-1.35553790433224
72,-0.475452465823725
73,2.87913019751052
74,2.06362590255944
75,2.41598349563706
76,0.844772593733514
77,2.36370150361497
78,2.666352758677
79,2.4570394168902
80,2.34920334823562
81,2.61849856431145
82,2.28770597998902
83,2.44645653885933
84,3.02036788744355
85,2.08991381355093
86,0.206539319890098
87,0.170334561073986
88,-1.23738475870101
89,-2.57757495460051
90,-2.04001377228813
91,-1.48426319223308
92,-3.82322736243147
93,-4.01476285910828
94,-1.20681614154771
95,-1.52590729297915
96,-2.18469034793906
97,-2.17486958099278
98,-1.86032754542318
99,-1.11970800725147
100,-0.15480516569011
101,1.82606137781418
102,1.31288144344715
103,3.89788003535167
104,3.43946726514017
105,5.29974333291489
106,4.52746478142001
107,3.57252069239191
108,3.50328869708095
109,4.60693361327481
110,3.94217165746017
111,1.86235144947744
112,1.81149861537812
113,3.10264154456556
114,2.81132660597278
115,3.15622635514377
116,3.89581096864607
117,3.84587627559868
118,3.44505973377112
119,1.44066455284506
120,-0.021927846717416
121,0.278414682516436
122,1.90027668008917
123,1.18384911847639
124,0.05192683476739
125,0.985735285867953
126,2.99479881786234
127,1.26822261402384
128,3.06804327182745
129,1.40906076480473
130,-0.036805002976007
131,-2.13654829607653
132,-1.8196555968941
133,-2.28248166731416
134,-1.1744739699153
135,-1.06944882081964
136,-0.8039725070324
137,-1.75104188073707
138,-1.57518604055447
139,-1.61846733057289
140,-0.725649786833555
141,-0.361404307762119
142,-0.343623370785688
143,0.900881174249062
144,1.38646701752352
145,1.02537596589646
146,1.42895965271135
147,1.66889719757383
148,1.16569553086199
149,2.59959209785536
150,2.36631704781985
151,1.65640980659566
152,1.00259860484458
153,-1.39909925376836
154,-2.01868083432995
155,-3.20069375515722
156,-3.08284850373704
157,-4.04460102595747
158,-1.79688838905308
159,-1.97069981915171
160,0.110623310173934
161,-0.213022812897255
162,0.431384709321106
163,-0.674026923305042
164,0.829573831492426
165,1.27348665510965
166,1.20004622112433
167,1.11512732759651
168,2.03210905841451
169,2.19380439718129
170,0.873172621335396
171,0.153619754390506
172,-0.792569265986685
173,1.02015599815514
174,0.860055702075907
175,1.12032905727617
176,1.09747901196611
177,2.35598346864336
178,1.60888439440225
179,2.779284115877
180,3.42659559128641
181,2.2876048596621
182,0.958417048193491
183,0.717658537730205
184,0.466863781316797
185,-0.247125779314613
186,0.92617676920256
187,-0.305543681618465
188,0.265170296321132
189,0.505049344697789
190,0.153739510644907
191,-0.723803161681072
192,-0.713172226207731
193,-0.092970785401132
194,0.556644582752612
195,0.804592804310485
196,0.46538503421476
197,1.8729318543934
198,1.80783012506473
199,1.74088449742499
200,-0.26866476834627
201,-0.332494551109747
202,-0.199160807628338
203,0.805133529378921
204,1.33427241854363
205,2.10699903593606
206,2.35630233799653
207,1.79361753078524
208,1.07007216074535
209,-0.409389942303871
210,-0.808470822770568
211,-0.062199517198939
212,-2.84526347001047
213,-1.31084101248936
214,-2.34585754836992
215,-2.39063353556944
216,-1.3406115962545
217,-2.04590488831915
218,-1.31776558754621
219,-0.478028740845828
220,1.09336839759553
221,0.785489578958932
222,-0.835693915341965
223,-1.87641888906366
224,-1.00099867821278
225,-0.898772824127794
226,1.10119051778296
227,2.17612849601946
228,2.06672335655177
229,3.49525764556018
230,4.50038339334004
231,5.51568244037886
232,5.42740590650824
233,3.83029870763844
234,4.905229609166
235,4.77194076033528
236,5.6648925627606
237,3.89957101612458
238,2.08681572025729
239,1.56837854157462
240,0.633485289682205
241,2.19386879311845
242,2.52520317654578
243,3.67539057203643
244,4.1430783003731
245,3.0337639805175
246,1.92268785365737
247,2.06624604292117
248,2.41772253187002
249,2.39499615834221
250,1.11819836286252
251,1.20008166350197
252,1.00914007960385
253,0.800398394625859
254,-0.128487633409432
255,-0.9047188961715
256,1.3317980555303
257,1.38878322806305
258,2.23143855518491
259,3.43485686325045
260,3.48918425526929
261,3.47441075028942
262,2.86923112750309
263,4.26510086089408
264,4.5086492625045
265,2.6300091655749
266,0.298415479833839
267,1.48341551407242
268,1.4839670079394
269,2.36953103962404
270,2.3541126087856
271,3.01968159551582
272,3.85710157735389
273,2.89276165620248
274,1.4943491836954
275,2.08075116995756
276,1.66812039057041
277,0.840064891008888
278,2.26202237765238
279,2.42474038460899
280,1.79294442017597
281,1.71708720592493
282,1.60572137927742
283,3.80770693626961
284,4.4331891455217
285,4.90798054091795
286,5.32894876508773
287,6.80014470584861
288,8.1477405222756
289,6.51131557649884
290,6.06858952423509
291,5.7204980817002
292,4.91284989451758
293,5.93969314774667
294,4.81446162697491
295,5.15344085207757
296,6.66865367641009
297,5.74959327562795
298,6.42040392041295
299,6.26302285399562
300,6.11227585784458
301,5.20458082724007
302,5.28271960063804
303,5.29976107899542
304,3.78199064086815
305,2.30103592142492
306,1.75356432683514
307,2.01508464108101
308,1.46960062061642
309,1.59310801610595
310,0.765409366936948
311,1.30350327062837
312,1.63321632973012
313,2.43547064781185
314,2.84549855341737
315,2.20702577975804
316,0.94987515068462
317,2.8147984885362
318,1.58975223950184
319,2.95615680503288
320,2.94201681741265
321,2.2084574028782
322,1.45731155193331
323,2.2349523007517
324,1.70836316646777
325,0.501478717072296
326,-0.167075174227202
327,-0.517259532318733
328,-1.01999804510486
329,-0.800029341751208
330,-1.65425867590907
331,-2.69977550182276
332,-3.64922019597011
333,-3.31315777926999
334,-2.94052871406839
335,-2.27890136491999
336,-2.85952087984409
337,-3.05198102506214
338,-1.70193089522246
339,-1.74678702413864
340,-0.503096968201784
341,-0.415140055271204
342,-1.61207059562921
343,-2.51535837506672
344,-1.57849263423975
345,-2.07040618376618
346,-2.11951719535769
347,-1.95031702190039
348,0.222524921728567
349,-0.837812925207901
350,-0.107833130540037
351,0.021759609728296
352,0.640655291009505
353,-0.214854438514906
354,-0.806383487440497
355,0.896000285634139
356,-0.096628517644195
357,0.48259469697653
358,0.48312035562649
359,-0.714578495498872
360,-0.078907706083834
361,-0.162702684117402
362,0.170483281984838
363,1.03925141245086
364,2.14037225679713
365,3.36278542105847
366,5.32950623639396
367,5.96282782133613
368,4.35614989286148
369,2.90535784025652
370,2.56840420138098
371,2.33790356293055
372,3.05048434221484
373,3.23652524957655
374,2.65167871899097
375,2.0073308944872
376,2.28891158877977
377,3.60045068271067
378,3.02045580964406
379,2.72778678738579
380,2.68802995312881
381,2.92162473246307
382,3.18840604986645
383,3.44173502235761
384,3.20984932992153
385,2.73322119222104
386,3.21965969704378
387,4.7076992042122
388,3.89232427024921
389,2.85452726107862
390,2.93064164836514
391,2.59602425858031
392,2.94967691504616
393,2.25184516411772
394,1.88039757461656
395,2.0702056108376
396,0.092905232957127
397,-1.50886065317742
398,-1.08172537730008
399,0.909546559169611
400,1.5011531418265
401,1.95602724159205
402,2.39007341379031
403,0.36290663340069
404,1.87184102916999
405,2.80119149042642
406,2.61244939375319
407,3.34611512244194
408,2.15653690884683
409,1.65569102232216
410,0.284213496661172
411,0.758472777745868
412,2.61823745105938
413,1.05771188293764
414,2.04938774375455
415,2.26985668601502
416,2.7681172642955
417,2.71397434738068
418,2.23793012597351
419,1.38757201714552
420,0.743529486814908
421,0.200243719354058
422,1.56538459756507
423,2.28126344138432
424,2.82348603011007
425,4.07531706329272
426,3.31131708274212
427,3.52774547095022
428,3.84062843013179
429,3.18678167768647
430,2.37263408774713
431,1.43686678432199
432,4.26105305684418
433,3.06546382474777
434,3.69224117038815
435,2.40560148950401
436,2.04927662517149
437,1.08889384578894
438,2.03651301482445
439,2.17699004898427
440,1.69024441161366
441,-0.570313529903226
442,0.265698633735892
443,-0.1869170920605
444,-0.716871868628816
445,1.31859647215468
446,-0.084387317566463
447,0.413801938433991
448,1.49291835456162
449,0.48282874151988
450,1.1109238825762
451,1.48141075373001
452,0.997535265036599
453,-0.463704108360437
454,0.3913075509853
455,-0.708359092079822
456,0.994048074987177
457,1.18660859243037
458,0.509932466714507
459,2.063549384913
460,4.90177388486015
461,4.6293571777096
462,2.67078537155616
463,4.05713105715087
464,2.21030757384358
465,1.02680849236872
466,2.47116903819541
467,0.794874262581379
468,0.166640482558894
469,0.601728603671199
470,0.138948214053734
471,-0.522614014569923
472,0.218226464091836
473,0.60070384718583
474,1.34387430512621
475,1.80362920221626
476,1.44048646791258
477,1.992574976663
478,1.81835629292766
479,1.52962204541339
480,0.177835653977644
481,1.72479728487675
482,1.4688420651233
483,0.588498844630752
484,0.3598257379436
485,0.007435746883804
486,-1.55794897139518
487,-2.49976804076733
488,-1.43286911497055
489,-2.38530082340954
490,-3.70864415914674
491,-2.81590316523042
492,-1.23675750397793
493,0.078745225633003
494,-2.31349474469073
495,-2.09147907651268
496,-2.83221921176568
497,-1.93808660580641
498,-2.00793645580324
499,-1.37276610407553
500,-1.50515271735224
501,-0.683158299218706
502,0.719848345728224
503,1.20552097193364
504,0.392383467020021
505,-1.14037463440584
506,-0.246990896490654
507,1.24886373945557
508,1.3910806089643
509,0.205750090547872
510,0.161153699262593
511,0.851976075579275
512,-0.534727722776998
513,-0.144586886586784
514,-1.36810980728777
515,-0.441856526154093
516,-0.43814869609963
517,-0.110524654753184
518,0.088812370325566
519,0.125790007202689
520,0.845683762953094
521,-1.11967081486799
522,-0.977757999918564
523,-1.21214349268759
524,-1.4761429402704
525,-2.89416226199249
526,-5.10155287805378
527,-4.10856529964329
528,-2.69251066611191
529,-2.28240579767601
530,-1.80741110128952
531,0.681260045687613
532,-0.011406593033172
533,1.64105104862289
534,0.934943936529891
535,0.398110308483357
536,0.28770730452449
537,-0.849730595446444
538,0.097807911737147
539,0.08164401929141
540,-0.975402523612287
541,-0.973962123700755
542,-1.40113754084544
543,-0.885452340518505
544,-2.58664043250019
545,-2.141400784454
546,-3.34489749204144
547,-2.49124355345349
548,-3.1631385694039
549,-3.58770605471039
550,-3.30230072332345
551,-2.18706998924246
552,-1.94158360044017
553,-1.4324655411165
554,-0.515394397732857
555,-1.2528572902056
556,-3.02433772386912
557,-3.10925433889483
558,-1.77277385730372
559,-0.006460129486997
560,0.701296431184754
561,1.17123537344603
562,1.89629741562223
563,-0.547455735276451
564,-0.36981721300242
565,-0.042724325751416
566,0.574852753875661
567,2.26551035102819
568,1.50340711978133
569,1.36663647816049
570,0.211772000534185
571,1.02164151831355
572,1.3951150786586
573,0.569964438220451
574,-1.91668026976627
575,-2.33740974066235
576,-2.99457132752933
577,-4.89768782193886
578,-2.91672680707042
579,-2.51870564214808
580,-2.58403046671798
581,-2.54254808590713
582,-2.86732227827372
583,-3.85565652368826
584,-4.90014078394079
585,-5.39803853434097
586,-4.98547884650731
587,-5.75853920509162
588,-3.94817575984821
589,-3.6710863680158
590,-4.36843398404652
591,-5.49123005208701
592,-3.84291046498513
593,-3.12442925819499
594,-3.32531734310979
595,-2.97721171321543
596,-2.99805311381737
597,-4.45368689586713
598,-3.43265338586761
599,-3.79312498864596
600,-2.70972264628621
601,-1.79129191030115
602,-0.738134108908762
603,-0.150803434464788
604,0.877505380588303
605,0.659116055623329
606,1.64175950044453
607,1.78112703797527
608,1.75447491063014
609,1.41306852990989
610,0.888232710715867
611,0.945133313494429
612,-0.216626835728738
613,0.603383613683696
614,1.05049739731558
615,1.03066549710853
616,-0.064126181144686
617,-0.124651189470599
618,-0.629886635223342
619,-1.64133351987376
620,-1.56920558108222
621,-1.42536570740628
622,-0.921718616484192
623,-1.46885339321554
624,-0.703942289068384
625,0.148093475250112
626,1.24202290436015
627,1.12380809765468
628,0.071270637938617
629,-2.26611616556878
630,0.530222523754343
631,1.72393550411066
632,0.653062377917723
633,0.886660132104768
634,1.95167376091487
635,2.43288388300279
636,1.19109300376362
637,2.58835106352903
638,2.43663344437963
639,0.67937567200557
640,-0.08241801982226
641,0.614313900803255
642,2.31015564234325
643,1.08320988001905
644,1.81875948573368
645,0.87805275012402
646,2.42446851838913
647,1.44459056952611
648,2.72822346583315
649,2.18882378954956
650,0.422938183123427
651,-0.41776811476208
652,-0.907934635560882
653,-1.27150686368449
654,-1.19764169541737
655,-0.023844814181679
656,1.17621816242448
657,1.07178087985637
658,1.06135060347563
